zip_code,year,lat,lon,Earned_Premium,Earned_Exposure,Composite_Risk_Score,Actual_Premium_per_Exposure,Predicted_Premium_per_Exposure,Prediction_Error_$,Prediction_Error_%,Absolute_Error_$,Absolute_Error_%,Pricing_Category,Recommended_Rate_Change_%
95942,2021,40.018725189252194,-121.56463186155108,715334.0,423.0,0.3047593554213182,1691.096926713948,1543.2288,147.86816694832305,8.74,147.86816694832305,8.74,Adequate,-8.7
90623,2021,33.85036641088252,-118.0407387135202,2041754.0,1982.0,0.47632832541470277,1030.1483350151361,987.7246,42.42372564013613,4.12,42.42372564013613,4.12,Adequate,-4.1
96161,2021,39.309516509118765,-120.21026965108976,19444325.0,7369.0,0.2942377939650005,2638.6653548649747,2281.391,357.2742415837247,13.54,357.2742415837247,13.54,OVERPRICED,-13.5
95644,2021,0.0,0.0,793.0,1.0,0.35174940889029105,793.0,1334.7704,-541.7703857421875,-68.32,541.7703857421875,68.32,UNDERPRICED,68.3
90603,2021,33.94539051506996,-117.99248847742008,3091682.0,2780.0,0.5004392420509904,1112.1158273381295,1081.789,30.32688690844202,2.73,30.32688690844202,2.73,Adequate,-2.7
95663,2021,38.85580456577632,-121.18233142114372,996963.0,605.0,0.442224706282229,1647.8727272727272,1585.368,62.50468528053966,3.79,62.50468528053966,3.79,Adequate,-3.8
90504,2021,33.86681906608707,-118.33117839263312,2714200.0,3186.0,0.44453830883754736,851.9146264908977,989.04675,-137.13212643878978,-16.1,137.13212643878978,16.1,Adequate,16.1
95969,2021,39.71628872056119,-121.64745254582104,3056032.0,2227.0,0.39497016371170507,1372.2640323304895,1179.7944,192.4695987367395,14.03,192.4695987367395,14.03,OVERPRICED,-14.0
95636,2021,38.62126250111368,-120.3832402759873,716310.0,544.0,0.37098049713635417,1316.7463235294117,1240.1418,76.60447782628671,5.82,76.60447782628671,5.82,Adequate,-5.8
95623,2021,38.596738917924995,-120.85850640195244,1500577.0,982.0,0.4161906685393777,1528.082484725051,1349.803,178.27950620942602,11.67,178.27950620942602,11.67,Adequate,-11.7
91344,2021,34.293917569597134,-118.50751495173463,11272133.0,6934.0,0.5419754573181775,1625.6321026824344,1469.3447,156.28737611993438,9.61,156.28737611993438,9.61,Adequate,-9.6
90701,2021,33.867600598035665,-118.08061198712008,1186910.0,1280.0,0.5288964487784666,927.2734375,881.46576,45.80767822265625,4.94,45.80767822265625,4.94,Adequate,-4.9
95934,2021,40.071903819087105,-120.92854594573744,118885.0,67.0,0.35564843694123044,1774.402985074627,1812.3331,-37.93014480818556,-2.14,37.93014480818556,2.14,Adequate,2.1
96112,2021,41.86018448436607,-120.10599429866542,25814.0,25.0,0.35096713390415,1032.56,996.81256,35.747438964843695,3.46,35.747438964843695,3.46,Adequate,-3.5
90012,2021,34.066012668757224,-118.2382145076202,129210.0,122.0,0.48005508347283943,1059.0983606557377,1063.9908,-4.892484070824821,-0.46,4.892484070824821,0.46,Adequate,0.5
96136,2021,40.30836747140942,-120.11897402012866,11339.0,5.0,0.3469043095093136,2267.8,1570.5581,697.2418945312502,30.75,697.2418945312502,30.75,OVERPRICED,-30.7
95637,2021,38.83412757976041,-122.236905320681,92391.0,55.0,0.38683452542879704,1679.8363636363636,1293.3425,386.49383433948856,23.01,386.49383433948856,23.01,OVERPRICED,-23.0
95917,2021,39.419054478142385,-121.76252440442674,526725.0,507.0,0.44879320357932145,1038.905325443787,921.0484,117.85692456488073,11.34,117.85692456488073,11.34,Adequate,-11.3
90638,2021,33.90241781626951,-118.00921248942912,5760396.0,5843.0,0.5289997711481056,985.8627417422557,868.0337,117.82905033600571,11.95,117.82905033600571,11.95,Adequate,-12.0
96115,2021,41.698633464920114,-120.14957092682307,25235.0,20.0,0.30978324444608063,1261.75,1289.2772,-27.5272216796875,-2.18,27.5272216796875,2.18,Adequate,2.2
95918,2021,39.29653072217191,-121.33338630175054,1018392.0,493.0,0.39309527380350695,2065.703853955375,1754.9639,310.73998676787505,15.04,310.73998676787505,15.04,OVERPRICED,-15.0
90013,2021,34.0448756615725,-118.24042097031712,1966.0,3.0,0.41843098063531187,655.3333333333334,1021.4241,-366.09073893229163,-55.86,366.09073893229163,55.86,UNDERPRICED,55.9
95954,2021,39.8915390741278,-121.58525653122072,1822654.0,1286.0,0.425874516838214,1417.3048211508553,1232.9686,184.33619322116783,13.01,184.33619322116783,13.01,OVERPRICED,-13.0
95944,2021,39.499325624676025,-120.9314648246899,10214.0,8.0,0.31700385301553247,1276.75,1267.5251,9.224853515625,0.72,9.224853515625,0.72,Adequate,-0.7
90604,2021,33.93014981394332,-118.01227427702182,3835695.0,4359.0,0.5486789511047024,879.9483826565726,865.5322,14.416156094072562,1.64,14.416156094072562,1.64,Adequate,-1.6
95661,2021,38.74130177877121,-121.24913522082304,5628422.0,5093.0,0.3756509082501934,1105.1290005890437,1096.969,8.160006448418699,0.74,8.160006448418699,0.74,Adequate,-0.7
91311,2021,34.28936789164061,-118.60743705465192,8182432.0,4043.0,0.4781672227208791,2023.8515953499875,1445.4061,578.4454674203,28.58,578.4454674203,28.58,OVERPRICED,-28.6
90404,2021,34.02660673897584,-118.47363927666268,349834.0,261.0,0.39657985042741584,1340.360153256705,1485.159,-144.79890436048254,-10.8,144.79890436048254,10.8,Adequate,10.8
90026,2021,34.07921599493235,-118.26297977234287,3503247.0,2603.0,0.48136303609439784,1345.84978870534,1341.4285,4.421321908464961,0.33,4.421321908464961,0.33,Adequate,-0.3
90017,2021,34.052913462299564,-118.26433974496224,8382.0,8.0,0.3799249795449531,1047.75,971.2183,76.53167724609375,7.3,76.53167724609375,7.3,Adequate,-7.3
91343,2021,34.23828320043897,-118.48068104223968,5790218.0,4419.0,0.590088860730783,1310.3005204797466,1072.8971,237.40342575318414,18.12,237.40342575318414,18.12,OVERPRICED,-18.1
91360,2021,34.21271978277346,-118.88213116547426,7842831.0,6023.0,0.4814261055093457,1302.1469367424872,1246.2347,55.91219553154974,4.29,55.91219553154974,4.29,Adequate,-4.3
96160,2021,0.0,0.0,13739.0,5.0,0.3560689032930303,2747.8,2293.5625,454.2375000000002,16.53,454.2375000000002,16.53,OVERPRICED,-16.5
91335,2021,34.20105283031068,-118.54068048998133,6443376.0,5568.0,0.48943924188425,1157.2155172413793,953.2893,203.9262106007543,17.62,203.9262106007543,17.62,OVERPRICED,-17.6
95968,2021,39.43521037367698,-121.55192548237184,212498.0,175.0,0.4177839741396073,1214.2742857142857,955.11566,259.158624093192,21.34,259.158624093192,21.34,OVERPRICED,-21.3
96114,2021,40.294723841076426,-120.49699663210244,1210461.0,587.0,0.4456588024237867,2062.1141396933563,1530.7565,531.3576699667938,25.77,531.3576699667938,25.77,OVERPRICED,-25.8
95632,2021,38.2743394612429,-121.25962852864062,4916914.0,5005.0,0.4399798041809804,982.4003996003996,887.29767,95.10273114336837,9.68,95.10273114336837,9.68,Adequate,-9.7
95624,2021,38.43041268993032,-121.3090822601432,12354923.0,11112.0,0.45278952067998085,1111.8541216702663,988.65955,123.1945757718288,11.08,123.1945757718288,11.08,Adequate,-11.1
96143,2021,39.2512622856119,-120.0250096458877,1260460.0,672.0,0.3239621541719898,1875.6845238095239,1730.6179,145.06660388764885,7.73,145.06660388764885,7.73,Adequate,-7.7
95662,2021,38.68914276098152,-121.21980699361076,5986135.0,5801.0,0.3965560258063705,1031.9143251163594,942.6407,89.2736390812031,8.65,89.2736390812031,8.65,Adequate,-8.7
95953,2021,39.2507851574612,-121.77389786635965,1364353.0,1421.0,0.47689717949528637,960.1358198451794,891.82196,68.31385939596066,7.12,68.31385939596066,7.12,Adequate,-7.1
90680,2021,33.80112281509805,-117.99491141549488,1014251.0,1338.0,0.48088593242577593,758.0351270553065,743.42303,14.612092387337725,1.93,14.612092387337725,1.93,Adequate,-1.9
95958,2021,0.0,0.0,11302.0,9.0,0.22240431805805916,1255.7777777777778,1257.0051,-1.2273491753471717,-0.1,1.2273491753471717,0.1,Adequate,0.1
91345,2021,34.26593230324603,-118.45947465144566,1906682.0,1736.0,0.5388295761311379,1098.319124423963,917.7247,180.59445401380685,16.44,180.59445401380685,16.44,Adequate,-16.4
95949,2021,39.10259419880012,-121.1351678666944,6346090.0,4367.0,0.42486721394289967,1453.1921227387222,1350.3269,102.86521844184722,7.08,102.86521844184722,7.08,Adequate,-7.1
95650,2021,38.81287625392928,-121.17076124901224,4734334.0,2744.0,0.416569666371725,1725.3403790087464,1410.2953,315.04509092280887,18.26,315.04509092280887,18.26,OVERPRICED,-18.3
91350,2021,34.43357493133796,-118.50071558992146,9017718.0,6780.0,0.4900218753248397,1330.0469026548672,1321.5885,8.458401678304654,0.64,8.458401678304654,0.64,Adequate,-0.6
90631,2021,33.94245717250378,-117.95134068133856,8231458.0,7058.0,0.503860428882094,1166.2592802493625,1039.3431,126.91614060092502,10.88,126.91614060092502,10.88,Adequate,-10.9
95950,2021,39.04396515326704,-121.92093363748792,29145.0,29.0,0.4807777591804879,1005.0,910.1377,94.8623046875,9.44,94.8623046875,9.44,Adequate,-9.4
96132,2021,40.89052424594405,-120.37765339781338,4704.0,4.0,0.26791062943917937,1176.0,887.9829,288.01708984375,24.49,288.01708984375,24.49,OVERPRICED,-24.5
90502,2021,33.83501972921525,-118.29289612698456,1071063.0,1282.0,0.4406928682679433,835.4625585023401,824.08453,11.37802481093388,1.36,11.37802481093388,1.36,Adequate,-1.4
96148,2021,39.24690995616635,-120.05801234304408,851146.0,386.0,0.31122750800406696,2205.041450777202,2068.826,136.21552304282704,6.18,136.21552304282704,6.18,Adequate,-6.2
91340,2021,34.28668759909188,-118.4350786721662,2076394.0,2236.0,0.6033782656779855,928.6198568872987,852.2529,76.36692719979874,8.22,76.36692719979874,8.22,Adequate,-8.2
90402,2021,34.034725980052905,-118.50450430485198,8219626.0,1633.0,0.4330801132559925,5033.451316595224,4245.7153,787.735984563974,15.65,787.735984563974,15.65,OVERPRICED,-15.7
90505,2021,33.80916534343475,-118.34816604430158,3930073.0,3472.0,0.465462640912253,1131.9334677419354,1208.4141,-76.48059475806463,-6.76,76.48059475806463,6.76,Adequate,6.8
91325,2021,34.23603125200795,-118.51758897703895,5234315.0,3035.0,0.4578657000530091,1724.6507413509062,1418.9019,305.7488858821562,17.73,305.7488858821562,17.73,OVERPRICED,-17.7
96123,2021,40.81018406429177,-120.29681076579368,7495.0,4.0,0.26035605945757245,1873.75,1726.9825,146.7674560546875,7.83,146.7674560546875,7.83,Adequate,-7.8
90606,2021,33.977663561312795,-118.06575902535036,2557248.0,3114.0,0.5565872296294381,821.2100192678228,799.61096,21.59905735376026,2.63,21.59905735376026,2.63,Adequate,-2.6
96126,2021,39.52989625427608,-120.456813553038,208106.0,78.0,0.2855839060175788,2668.025641025641,2115.695,552.3305726662661,20.7,552.3305726662661,20.7,OVERPRICED,-20.7
95629,2021,38.51646525709636,-120.68849033789851,473838.0,231.0,0.35604734341190364,2051.246753246753,1580.5801,470.6666751217531,22.95,470.6666751217531,22.95,OVERPRICED,-22.9
90405,2021,34.01108217471461,-118.46938638730924,3008184.0,1759.0,0.35809786346483136,1710.1671404206936,1767.2115,-57.04440743086889,-3.34,57.04440743086889,3.34,Adequate,3.3
95651,2021,38.81782201418899,-120.9292713946957,224046.0,132.0,0.413586772398927,1697.3181818181818,1672.7963,24.521917169744256,1.44,24.521917169744256,1.44,Adequate,-1.4
90650,2021,33.906807541623316,-118.08262303549456,7066861.0,9662.0,0.5858638405690946,731.4076795694473,736.44714,-5.039463985240218,-0.69,5.039463985240218,0.69,Adequate,0.7
90021,2021,34.02933961993475,-118.23876811307146,4195.0,4.0,0.4210858088884654,1048.75,1049.1781,-0.4281005859375,-0.04,0.4281005859375,0.04,Adequate,0.0
90620,2021,33.846151170442816,-118.01170181144512,4619390.0,5186.0,0.5331136303141204,890.7423833397609,787.4158,103.32661185538586,11.6,103.32661185538586,11.6,Adequate,-11.6
90005,2021,34.059162526785535,-118.3068921338022,1377640.0,379.0,0.42661479584796114,3634.934036939314,3504.0996,130.83442756431396,3.6,130.83442756431396,3.6,Adequate,-3.6
95924,2021,0.0,0.0,14444.0,10.0,0.3323116840779644,1444.4,1527.6472,-83.24721679687491,-5.76,83.24721679687491,5.76,Adequate,5.8
95956,2021,39.83806059806033,-121.13635535360392,262090.0,125.0,0.2798729709802367,2096.72,1541.8002,554.9198291015623,26.47,554.9198291015623,26.47,OVERPRICED,-26.5
96124,2021,39.64340616387817,-120.45042788170892,183769.0,106.0,0.4038218982518027,1733.6698113207547,1536.6656,197.00416190669216,11.36,197.00416190669216,11.36,OVERPRICED,-11.4
95928,2021,39.683773530730704,-121.84454539528852,5632892.0,4616.0,0.3665283024203141,1220.297227036395,1194.5244,25.772812973895043,2.11,25.772812973895043,2.11,Adequate,-2.1
96130,2021,40.54876379015426,-120.68496892780315,3681778.0,2616.0,0.4995224921363143,1407.40749235474,1264.0256,143.38185758911504,10.19,143.38185758911504,10.19,Adequate,-10.2
95925,2021,39.46888666045675,-121.17954751258829,52252.0,37.0,0.32281623950954025,1412.2162162162163,1425.697,-13.480805268158747,-0.95,13.480805268158747,0.95,Adequate,1.0
96146,2021,39.198430469728535,-120.23897864992244,1368716.0,469.0,0.2597649882954069,2918.3710021321963,2929.406,-11.035003727178719,-0.38,11.035003727178719,0.38,Adequate,0.4
95936,2021,39.60728923937491,-120.7921697962807,158750.0,87.0,0.35256741013128673,1824.712643678161,1420.0017,404.71093469378593,22.18,404.71093469378593,22.18,OVERPRICED,-22.2
90019,2021,34.0486383851245,-118.33873622185756,4262858.0,2759.0,0.4597324649739522,1545.0735773831098,1535.5283,9.54525707060975,0.62,9.54525707060975,0.62,Adequate,-0.6
95646,2021,38.69154096702218,-120.06181012727616,431449.0,145.0,0.18736013716027705,2975.5103448275863,3023.4146,-47.90420595366368,-1.61,47.90420595366368,1.61,Adequate,1.6
90403,2021,34.02991471348117,-118.49153380903476,1373846.0,573.0,0.3857494370139137,2397.6369982547994,2253.6462,143.99075802042444,6.01,143.99075802042444,6.01,Adequate,-6.0
95948,2021,39.343731574589334,-121.76037307249892,1550944.0,1545.0,0.4205521308758462,1003.8472491909386,976.05115,27.796101730001055,2.77,27.796101730001055,2.77,Adequate,-2.8
96125,2021,39.5956735688218,-120.62773382273124,372806.0,213.0,0.2200505219146868,1750.262910798122,1406.981,343.281953766872,19.61,343.281953766872,19.61,OVERPRICED,-19.6
95648,2021,38.925415465541704,-121.31169746311753,12047790.0,10800.0,0.36970882678222894,1115.536111111111,1039.5361,75.99997829861104,6.81,75.99997829861104,6.81,Adequate,-6.8
91352,2021,34.2318956746447,-118.36642061944713,4108791.0,3366.0,0.5759358342518944,1220.674688057041,1004.2291,216.44556208047857,17.73,216.44556208047857,17.73,OVERPRICED,-17.7
95633,2021,38.84780537009694,-120.82585789177486,922643.0,678.0,0.42902986619345773,1360.830383480826,1318.6136,42.21673601988846,3.1,42.21673601988846,3.1,Adequate,-3.1
90640,2021,34.015052799581326,-118.1107502516334,3381608.0,3692.0,0.4848810550766147,915.9284940411701,916.01495,-0.08645957211115274,-0.01,0.08645957211115274,0.01,Adequate,0.0
96142,2021,38.999502149049626,-120.12583416985976,2144509.0,953.0,0.293927139267569,2250.271773347324,1759.1489,491.12284756607414,21.83,491.12284756607414,21.83,OVERPRICED,-21.8
91326,2021,34.280465626367956,-118.5575804303289,12362036.0,5931.0,0.47476550030155107,2084.308885516776,1684.5265,399.7823962589637,19.18,399.7823962589637,19.18,OVERPRICED,-19.2
90016,2021,34.02876644576817,-118.35456480948216,2588374.0,2325.0,0.45701131483861623,1113.2791397849462,1041.2401,72.03902748025871,6.47,72.03902748025871,6.47,Adequate,-6.5
95641,2021,38.14099140199026,-121.5902504182167,175206.0,186.0,0.31005681997527673,941.9677419354839,937.2496,4.71816918157765,0.5,4.71816918157765,0.5,Adequate,-0.5
90020,2021,34.066378613011096,-118.3098699974613,2095459.0,356.0,0.397997317508027,5886.1207865168535,4361.697,1524.4240091731035,25.9,1524.4240091731035,25.9,OVERPRICED,-25.9
90006,2021,34.04804133691181,-118.29417702724456,482004.0,358.0,0.5094288489937333,1346.3798882681565,1310.7941,35.58582088534399,2.64,35.58582088534399,2.64,Adequate,-2.6
95938,2021,39.60298671062425,-121.79876585701922,873496.0,605.0,0.40658115729069194,1443.795041322314,1289.8202,153.9748508926266,10.66,153.9748508926266,10.66,Adequate,-10.7
95630,2021,38.667069107417426,-121.14179770821656,14277225.0,11917.0,0.40292908501719665,1198.0552991524712,1097.3323,100.7230237618462,8.41,100.7230237618462,8.41,Adequate,-8.4
95960,2021,39.38980152393401,-121.04430170595028,170929.0,88.0,0.39927456485593277,1942.375,1539.2267,403.1483154296875,20.76,403.1483154296875,20.76,OVERPRICED,-20.8
96155,2021,38.75190619267792,-120.09173308439895,23384.0,15.0,0.16185730964887646,1558.9333333333334,1488.7938,70.1395100911459,4.5,70.1395100911459,4.5,Adequate,-4.5
95961,2021,39.03342580305329,-121.5575954584951,3566143.0,3834.0,0.43436043856389883,930.1364110589462,858.7136,71.42278801207124,7.68,71.42278801207124,7.68,Adequate,-7.7
95947,2021,40.174554479090105,-120.81970283318032,845499.0,472.0,0.380890311228992,1791.3114406779662,1346.3434,444.9680568889037,24.84,444.9680568889037,24.84,OVERPRICED,-24.8
95655,2021,38.54957110771039,-121.2793265838375,753631.0,676.0,0.41439147120502673,1114.8387573964496,999.78906,115.04969489644964,10.32,115.04969489644964,10.32,Adequate,-10.3
95937,2021,38.88524294014634,-121.99904158758196,117755.0,120.0,0.39361915280409177,981.2916666666666,935.43164,45.86002604166663,4.67,45.86002604166663,4.67,Adequate,-4.7
